perfil_id,Student_ID,Major_Category,Year_of_Study,Year_Encoded,Prompt_Engineering_Skill,Prompt_Skill_Encoded
121587,121587,Business,Senior,4,Beginner,1
121588,121588,Business,Junior,3,Intermediate,2
121589,121589,Business,Graduate,5,Intermediate,2
121590,121590,STEM,Senior,4,Intermediate,2
121591,121591,Business,Junior,3,Beginner,1
121592,121592,STEM,Freshman,1,Intermediate,2
121593,121593,Business,Junior,3,Advanced,3
121594,121594,Business,Junior,3,Beginner,1
121595,121595,Business,Senior,4,Beginner,1
121596,121596,Medical,Senior,4,Advanced,3
121597,121597,Arts,Junior,3,Intermediate,2
121598,121598,Medical,Junior,3,Intermediate,2
121599,121599,Medical,Senior,4,Advanced,3
121600,121600,Arts,Sophomore,2,Intermediate,2
121601,121601,Medical,Freshman,1,Beginner,1
121602,121602,Arts,Graduate,5,Intermediate,2
121603,121603,Business,Graduate,5,Advanced,3
121604,121604,STEM,Junior,3,Intermediate,2
121605,121605,STEM,Graduate,5,Advanced,3
121606,121606,Arts,Sophomore,2,Beginner,1
121607,121607,Humanities,Freshman,1,Advanced,3
121608,121608,Arts,Junior,3,Intermediate,2
121609,121609,Humanities,Graduate,5,Intermediate,2
121610,121610,Humanities,Junior,3,Intermediate,2
121611,121611,Business,Freshman,1,Beginner,1
121612,121612,Medical,Freshman,1,Advanced,3
121613,121613,STEM,Senior,4,Advanced,3
121614,121614,Arts,Senior,4,Advanced,3
121615,121615,Arts,Sophomore,2,Advanced,3
121616,121616,Humanities,Junior,3,Intermediate,2
121617,121617,Humanities,Graduate,5,Beginner,1
121618,121618,STEM,Junior,3,Beginner,1
121619,121619,STEM,Freshman,1,Advanced,3
121620,121620,Humanities,Graduate,5,Intermediate,2
121621,121621,STEM,Junior,3,Beginner,1
121622,121622,STEM,Sophomore,2,Advanced,3
121623,121623,Arts,Freshman,1,Beginner,1
121624,121624,Business,Junior,3,Advanced,3
121625,121625,Business,Senior,4,Advanced,3
121626,121626,STEM,Senior,4,Advanced,3
121627,121627,Arts,Junior,3,Intermediate,2
121628,121628,Arts,Senior,4,Beginner,1
121629,121629,Business,Sophomore,2,Beginner,1
121630,121630,Medical,Senior,4,Beginner,1
121631,121631,Arts,Freshman,1,Beginner,1
121632,121632,Business,Freshman,1,Advanced,3
121633,121633,Business,Graduate,5,Beginner,1
121634,121634,STEM,Sophomore,2,Intermediate,2
121635,121635,STEM,Freshman,1,Advanced,3
121636,121636,STEM,Freshman,1,Beginner,1
121637,121637,STEM,Sophomore,2,Intermediate,2
121638,121638,STEM,Freshman,1,Advanced,3
121639,121639,Medical,Junior,3,Advanced,3
121640,121640,STEM,Graduate,5,Beginner,1
121641,121641,Medical,Senior,4,Beginner,1
121642,121642,Business,Freshman,1,Advanced,3
121643,121643,STEM,Sophomore,2,Intermediate,2
121644,121644,Humanities,Freshman,1,Beginner,1
121645,121645,STEM,Freshman,1,Intermediate,2
121646,121646,Medical,Freshman,1,Advanced,3
121647,121647,Arts,Graduate,5,Beginner,1
121648,121648,STEM,Sophomore,2,Advanced,3
121649,121649,Medical,Sophomore,2,Beginner,1
121650,121650,Business,Junior,3,Intermediate,2
121651,121651,STEM,Senior,4,Intermediate,2
121652,121652,Business,Senior,4,Intermediate,2
121653,121653,Business,Graduate,5,Beginner,1
121654,121654,STEM,Freshman,1,Beginner,1
121655,121655,Arts,Sophomore,2,Beginner,1
121656,121656,STEM,Sophomore,2,Beginner,1
121657,121657,Humanities,Junior,3,Beginner,1
121658,121658,STEM,Senior,4,Advanced,3
121659,121659,Medical,Sophomore,2,Advanced,3
121660,121660,Arts,Senior,4,Intermediate,2
121661,121661,STEM,Freshman,1,Intermediate,2
121662,121662,Humanities,Senior,4,Intermediate,2
121663,121663,STEM,Senior,4,Intermediate,2
121664,121664,Arts,Graduate,5,Advanced,3
121665,121665,STEM,Junior,3,Intermediate,2
121666,121666,Arts,Sophomore,2,Intermediate,2
121667,121667,Medical,Senior,4,Intermediate,2
121668,121668,Business,Sophomore,2,Beginner,1
121669,121669,STEM,Freshman,1,Intermediate,2
121670,121670,Humanities,Senior,4,Advanced,3
121671,121671,Humanities,Sophomore,2,Intermediate,2
121672,121672,Business,Junior,3,Advanced,3
121673,121673,Business,Graduate,5,Intermediate,2
121674,121674,Business,Freshman,1,Intermediate,2
121675,121675,Humanities,Junior,3,Intermediate,2
121676,121676,Medical,Junior,3,Beginner,1
121677,121677,STEM,Graduate,5,Intermediate,2
121678,121678,Humanities,Sophomore,2,Intermediate,2
121679,121679,Arts,Sophomore,2,Advanced,3
121680,121680,STEM,Junior,3,Advanced,3
121681,121681,Business,Freshman,1,Beginner,1
121682,121682,Arts,Junior,3,Intermediate,2
121683,121683,Business,Junior,3,Intermediate,2
121684,121684,STEM,Freshman,1,Advanced,3
121685,121685,STEM,Senior,4,Intermediate,2
121686,121686,Humanities,Junior,3,Advanced,3
121687,121687,STEM,Sophomore,2,Intermediate,2
121688,121688,Medical,Freshman,1,Beginner,1
121689,121689,Business,Freshman,1,Beginner,1
121690,121690,STEM,Graduate,5,Advanced,3
121691,121691,Medical,Graduate,5,Advanced,3
121692,121692,Business,Graduate,5,Beginner,1
121693,121693,STEM,Junior,3,Advanced,3
121694,121694,Humanities,Senior,4,Beginner,1
121695,121695,STEM,Senior,4,Advanced,3
121696,121696,Medical,Sophomore,2,Beginner,1
121697,121697,Business,Junior,3,Beginner,1
121698,121698,Medical,Graduate,5,Beginner,1
121699,121699,Humanities,Sophomore,2,Advanced,3
121700,121700,Arts,Senior,4,Advanced,3
121701,121701,STEM,Senior,4,Beginner,1
121702,121702,Medical,Junior,3,Beginner,1
121703,121703,Medical,Junior,3,Intermediate,2
121704,121704,Humanities,Junior,3,Beginner,1
121705,121705,Arts,Junior,3,Intermediate,2
121706,121706,Arts,Freshman,1,Advanced,3
121707,121707,Medical,Senior,4,Intermediate,2
121708,121708,Humanities,Senior,4,Beginner,1
121709,121709,Humanities,Graduate,5,Beginner,1
121710,121710,Arts,Sophomore,2,Advanced,3
121711,121711,Arts,Freshman,1,Intermediate,2
121712,121712,Humanities,Sophomore,2,Intermediate,2
121713,121713,Arts,Junior,3,Beginner,1
121714,121714,STEM,Freshman,1,Beginner,1
121715,121715,Arts,Junior,3,Intermediate,2
121716,121716,STEM,Senior,4,Intermediate,2
121717,121717,STEM,Freshman,1,Advanced,3
121718,121718,Humanities,Senior,4,Intermediate,2
121719,121719,Humanities,Graduate,5,Intermediate,2
121720,121720,Business,Sophomore,2,Beginner,1
121721,121721,Business,Senior,4,Advanced,3
121722,121722,Humanities,Sophomore,2,Beginner,1
121723,121723,STEM,Senior,4,Advanced,3
121724,121724,Arts,Senior,4,Advanced,3
121725,121725,Humanities,Sophomore,2,Intermediate,2
121726,121726,Business,Senior,4,Intermediate,2
121727,121727,Business,Freshman,1,Intermediate,2
121728,121728,Medical,Graduate,5,Advanced,3
121729,121729,Business,Sophomore,2,Beginner,1
121730,121730,STEM,Sophomore,2,Intermediate,2
121731,121731,Arts,Freshman,1,Intermediate,2
121732,121732,Medical,Senior,4,Advanced,3
121733,121733,Humanities,Junior,3,Beginner,1
121734,121734,Medical,Graduate,5,Beginner,1
121735,121735,Business,Senior,4,Advanced,3
121736,121736,Humanities,Sophomore,2,Advanced,3
121737,121737,Humanities,Senior,4,Intermediate,2
121738,121738,Business,Sophomore,2,Beginner,1
121739,121739,STEM,Sophomore,2,Beginner,1
121740,121740,STEM,Freshman,1,Beginner,1
121741,121741,STEM,Sophomore,2,Advanced,3
121742,121742,STEM,Sophomore,2,Intermediate,2
121743,121743,Humanities,Sophomore,2,Beginner,1
121744,121744,Business,Sophomore,2,Intermediate,2
121745,121745,STEM,Junior,3,Advanced,3
121746,121746,Medical,Freshman,1,Beginner,1
121747,121747,STEM,Junior,3,Beginner,1
121748,121748,Humanities,Freshman,1,Beginner,1
121749,121749,STEM,Graduate,5,Intermediate,2
121750,121750,STEM,Freshman,1,Beginner,1
121751,121751,STEM,Graduate,5,Advanced,3
121752,121752,Business,Junior,3,Intermediate,2
121753,121753,Arts,Senior,4,Intermediate,2
121754,121754,STEM,Sophomore,2,Intermediate,2
121755,121755,Humanities,Freshman,1,Beginner,1
121756,121756,STEM,Graduate,5,Intermediate,2
121757,121757,Arts,Junior,3,Intermediate,2
121758,121758,Arts,Junior,3,Beginner,1
121759,121759,STEM,Graduate,5,Advanced,3
121760,121760,Humanities,Sophomore,2,Beginner,1
121761,121761,Medical,Freshman,1,Beginner,1
121762,121762,Humanities,Junior,3,Beginner,1
121763,121763,Business,Junior,3,Intermediate,2
121764,121764,Humanities,Senior,4,Advanced,3
121765,121765,Business,Graduate,5,Advanced,3
121766,121766,Medical,Sophomore,2,Beginner,1
121767,121767,Medical,Senior,4,Intermediate,2
121768,121768,Arts,Junior,3,Advanced,3
121769,121769,Humanities,Senior,4,Beginner,1
121770,121770,Humanities,Freshman,1,Beginner,1
121771,121771,Humanities,Junior,3,Beginner,1
121772,121772,Medical,Freshman,1,Beginner,1
121773,121773,Business,Junior,3,Intermediate,2
121774,121774,Humanities,Freshman,1,Beginner,1
121775,121775,STEM,Graduate,5,Advanced,3
121776,121776,Business,Junior,3,Beginner,1
121777,121777,Medical,Junior,3,Advanced,3
121778,121778,Business,Graduate,5,Advanced,3
121779,121779,STEM,Junior,3,Beginner,1
121780,121780,STEM,Senior,4,Intermediate,2
121781,121781,Humanities,Freshman,1,Advanced,3
121782,121782,Medical,Senior,4,Beginner,1
121783,121783,Medical,Freshman,1,Beginner,1
121784,121784,Medical,Senior,4,Beginner,1
121785,121785,Business,Graduate,5,Intermediate,2
121786,121786,Business,Sophomore,2,Intermediate,2
121787,121787,Business,Graduate,5,Advanced,3
121788,121788,Business,Junior,3,Intermediate,2
121789,121789,Business,Junior,3,Beginner,1
121790,121790,Humanities,Sophomore,2,Beginner,1
121791,121791,Business,Junior,3,Intermediate,2
121792,121792,STEM,Graduate,5,Beginner,1
121793,121793,STEM,Graduate,5,Beginner,1
121794,121794,Arts,Junior,3,Beginner,1
121795,121795,Medical,Junior,3,Advanced,3
121796,121796,Business,Freshman,1,Beginner,1
121797,121797,STEM,Sophomore,2,Intermediate,2
121798,121798,Medical,Junior,3,Beginner,1
121799,121799,Business,Freshman,1,Intermediate,2
121800,121800,Humanities,Junior,3,Advanced,3
121801,121801,Business,Senior,4,Intermediate,2
121802,121802,Humanities,Senior,4,Advanced,3
121803,121803,Humanities,Junior,3,Intermediate,2
121804,121804,Medical,Senior,4,Intermediate,2
121805,121805,STEM,Sophomore,2,Advanced,3
121806,121806,STEM,Junior,3,Beginner,1
121807,121807,STEM,Sophomore,2,Advanced,3
121808,121808,Humanities,Junior,3,Advanced,3
121809,121809,STEM,Junior,3,Beginner,1
121810,121810,STEM,Freshman,1,Advanced,3
121811,121811,STEM,Sophomore,2,Advanced,3
121812,121812,STEM,Sophomore,2,Advanced,3
121813,121813,Humanities,Graduate,5,Advanced,3
121814,121814,STEM,Junior,3,Intermediate,2
121815,121815,Business,Senior,4,Intermediate,2
121816,121816,Business,Graduate,5,Beginner,1
121817,121817,STEM,Freshman,1,Advanced,3
121818,121818,Business,Graduate,5,Advanced,3
121819,121819,Medical,Junior,3,Advanced,3
121820,121820,Medical,Graduate,5,Beginner,1
121821,121821,STEM,Freshman,1,Intermediate,2
121822,121822,Arts,Sophomore,2,Advanced,3
121823,121823,Humanities,Freshman,1,Intermediate,2
121824,121824,STEM,Senior,4,Intermediate,2
121825,121825,STEM,Freshman,1,Beginner,1
121826,121826,Humanities,Senior,4,Beginner,1
121827,121827,Business,Sophomore,2,Beginner,1
121828,121828,Business,Sophomore,2,Beginner,1
121829,121829,Business,Sophomore,2,Intermediate,2
121830,121830,STEM,Senior,4,Advanced,3
121831,121831,Humanities,Graduate,5,Beginner,1
121832,121832,Humanities,Graduate,5,Beginner,1
121833,121833,Humanities,Freshman,1,Intermediate,2
121834,121834,Medical,Sophomore,2,Intermediate,2
121835,121835,Arts,Senior,4,Intermediate,2
121836,121836,Medical,Junior,3,Intermediate,2
121837,121837,Business,Sophomore,2,Beginner,1
121838,121838,Humanities,Graduate,5,Beginner,1
121839,121839,Humanities,Freshman,1,Beginner,1
121840,121840,Humanities,Junior,3,Beginner,1
121841,121841,Humanities,Sophomore,2,Beginner,1
121842,121842,Arts,Junior,3,Beginner,1
121843,121843,Humanities,Sophomore,2,Intermediate,2
121844,121844,STEM,Graduate,5,Intermediate,2
121845,121845,Arts,Junior,3,Advanced,3
121846,121846,Arts,Graduate,5,Intermediate,2
121847,121847,Humanities,Sophomore,2,Beginner,1
121848,121848,Business,Senior,4,Intermediate,2
121849,121849,STEM,Senior,4,Advanced,3
121850,121850,Business,Senior,4,Intermediate,2
121851,121851,STEM,Senior,4,Advanced,3
121852,121852,STEM,Senior,4,Beginner,1
121853,121853,Business,Senior,4,Intermediate,2
121854,121854,Humanities,Graduate,5,Beginner,1
121855,121855,Business,Sophomore,2,Intermediate,2
121856,121856,Medical,Freshman,1,Intermediate,2
121857,121857,STEM,Senior,4,Beginner,1
121858,121858,Business,Freshman,1,Intermediate,2
121859,121859,Business,Senior,4,Beginner,1
121860,121860,STEM,Sophomore,2,Beginner,1
121861,121861,Business,Freshman,1,Beginner,1
121862,121862,Business,Senior,4,Advanced,3
121863,121863,Business,Freshman,1,Beginner,1
121864,121864,Medical,Sophomore,2,Beginner,1
121865,121865,Business,Sophomore,2,Beginner,1
121866,121866,Medical,Freshman,1,Intermediate,2
121867,121867,Business,Graduate,5,Advanced,3
121868,121868,STEM,Junior,3,Intermediate,2
121869,121869,Humanities,Graduate,5,Intermediate,2
121870,121870,STEM,Senior,4,Intermediate,2
121871,121871,Business,Graduate,5,Beginner,1
121872,121872,Business,Junior,3,Beginner,1
121873,121873,Humanities,Freshman,1,Beginner,1
121874,121874,STEM,Freshman,1,Advanced,3
121875,121875,Humanities,Junior,3,Beginner,1
121876,121876,STEM,Sophomore,2,Advanced,3
121877,121877,Business,Freshman,1,Intermediate,2
121878,121878,Arts,Sophomore,2,Intermediate,2
121879,121879,Medical,Junior,3,Beginner,1
121880,121880,STEM,Junior,3,Beginner,1
121881,121881,Business,Graduate,5,Beginner,1
121882,121882,Business,Freshman,1,Advanced,3
121883,121883,Medical,Sophomore,2,Beginner,1
121884,121884,Business,Junior,3,Intermediate,2
121885,121885,STEM,Freshman,1,Advanced,3
121886,121886,Humanities,Senior,4,Beginner,1
121887,121887,Business,Junior,3,Beginner,1
121888,121888,Business,Junior,3,Advanced,3
121889,121889,Arts,Senior,4,Beginner,1
121890,121890,STEM,Sophomore,2,Advanced,3
121891,121891,Medical,Sophomore,2,Beginner,1
121892,121892,STEM,Freshman,1,Advanced,3
121893,121893,Medical,Junior,3,Beginner,1
121894,121894,Arts,Sophomore,2,Beginner,1
121895,121895,Business,Sophomore,2,Intermediate,2
121896,121896,Business,Freshman,1,Beginner,1
121897,121897,STEM,Freshman,1,Beginner,1
121898,121898,STEM,Freshman,1,Intermediate,2
121899,121899,STEM,Sophomore,2,Beginner,1
121900,121900,STEM,Junior,3,Beginner,1
121901,121901,Business,Sophomore,2,Beginner,1
121902,121902,STEM,Senior,4,Beginner,1
121903,121903,Arts,Junior,3,Intermediate,2
121904,121904,Humanities,Junior,3,Beginner,1
121905,121905,Business,Freshman,1,Intermediate,2
121906,121906,Business,Sophomore,2,Intermediate,2
121907,121907,Humanities,Junior,3,Intermediate,2
121908,121908,STEM,Sophomore,2,Beginner,1
121909,121909,Humanities,Sophomore,2,Beginner,1
121910,121910,Arts,Senior,4,Beginner,1
121911,121911,Business,Senior,4,Intermediate,2
121912,121912,STEM,Junior,3,Intermediate,2
121913,121913,Arts,Graduate,5,Intermediate,2
121914,121914,STEM,Senior,4,Intermediate,2
121915,121915,Business,Freshman,1,Advanced,3
121916,121916,Humanities,Junior,3,Beginner,1
121917,121917,Business,Senior,4,Beginner,1
121918,121918,Medical,Junior,3,Advanced,3
121919,121919,Arts,Senior,4,Beginner,1
121920,121920,Humanities,Sophomore,2,Intermediate,2
121921,121921,STEM,Freshman,1,Advanced,3
121922,121922,Arts,Junior,3,Beginner,1
121923,121923,Humanities,Senior,4,Intermediate,2
121924,121924,STEM,Senior,4,Beginner,1
121925,121925,Business,Freshman,1,Beginner,1
121926,121926,STEM,Senior,4,Beginner,1
121927,121927,STEM,Freshman,1,Intermediate,2
121928,121928,Medical,Senior,4,Beginner,1
121929,121929,Humanities,Senior,4,Intermediate,2
121930,121930,STEM,Junior,3,Advanced,3
121931,121931,Business,Junior,3,Intermediate,2
121932,121932,Medical,Senior,4,Beginner,1
121933,121933,STEM,Freshman,1,Intermediate,2
121934,121934,Business,Senior,4,Beginner,1
121935,121935,Arts,Freshman,1,Beginner,1
121936,121936,STEM,Junior,3,Intermediate,2
121937,121937,Humanities,Junior,3,Beginner,1
121938,121938,STEM,Senior,4,Beginner,1
121939,121939,Business,Freshman,1,Beginner,1
121940,121940,Arts,Sophomore,2,Beginner,1
121941,121941,STEM,Senior,4,Beginner,1
121942,121942,Arts,Sophomore,2,Beginner,1
121943,121943,Arts,Sophomore,2,Beginner,1
121944,121944,Humanities,Junior,3,Intermediate,2
121945,121945,Business,Freshman,1,Beginner,1
121946,121946,STEM,Senior,4,Advanced,3
121947,121947,Medical,Junior,3,Beginner,1
121948,121948,Business,Freshman,1,Intermediate,2
121949,121949,Business,Sophomore,2,Beginner,1
121950,121950,Business,Freshman,1,Intermediate,2
121951,121951,Business,Junior,3,Beginner,1
121952,121952,Arts,Senior,4,Intermediate,2
121953,121953,Business,Sophomore,2,Advanced,3
121954,121954,Medical,Sophomore,2,Beginner,1
121955,121955,Business,Senior,4,Intermediate,2
121956,121956,STEM,Junior,3,Advanced,3
121957,121957,Medical,Senior,4,Beginner,1
121958,121958,Business,Freshman,1,Advanced,3
121959,121959,Business,Senior,4,Intermediate,2
121960,121960,Medical,Junior,3,Intermediate,2
121961,121961,STEM,Sophomore,2,Intermediate,2
121962,121962,Humanities,Graduate,5,Intermediate,2
121963,121963,STEM,Freshman,1,Beginner,1
121964,121964,Business,Freshman,1,Advanced,3
121965,121965,Arts,Sophomore,2,Advanced,3
121966,121966,Medical,Sophomore,2,Beginner,1
121967,121967,Humanities,Junior,3,Beginner,1
121968,121968,Arts,Sophomore,2,Advanced,3
121969,121969,Medical,Senior,4,Beginner,1
121970,121970,Business,Senior,4,Beginner,1
121971,121971,STEM,Senior,4,Advanced,3
121972,121972,Business,Sophomore,2,Intermediate,2
121973,121973,Medical,Sophomore,2,Intermediate,2
121974,121974,Medical,Senior,4,Beginner,1
121975,121975,Business,Freshman,1,Intermediate,2
121976,121976,Medical,Graduate,5,Intermediate,2
121977,121977,STEM,Junior,3,Advanced,3
121978,121978,STEM,Senior,4,Intermediate,2
121979,121979,Medical,Senior,4,Beginner,1
121980,121980,STEM,Sophomore,2,Advanced,3
121981,121981,STEM,Freshman,1,Intermediate,2
121982,121982,Humanities,Graduate,5,Intermediate,2
121983,121983,Business,Sophomore,2,Advanced,3
121984,121984,Business,Sophomore,2,Beginner,1
121985,121985,STEM,Graduate,5,Intermediate,2
121986,121986,Medical,Graduate,5,Advanced,3
121987,121987,Medical,Sophomore,2,Beginner,1
121988,121988,Humanities,Freshman,1,Beginner,1
121989,121989,Humanities,Freshman,1,Beginner,1
121990,121990,Business,Junior,3,Advanced,3
121991,121991,Business,Junior,3,Intermediate,2
121992,121992,Humanities,Sophomore,2,Beginner,1
121993,121993,Humanities,Sophomore,2,Intermediate,2
121994,121994,Humanities,Sophomore,2,Intermediate,2
121995,121995,STEM,Sophomore,2,Beginner,1
121996,121996,Humanities,Graduate,5,Intermediate,2
121997,121997,Business,Senior,4,Beginner,1
121998,121998,Business,Senior,4,Advanced,3
121999,121999,Arts,Graduate,5,Advanced,3
122000,122000,Humanities,Junior,3,Beginner,1
122001,122001,Arts,Junior,3,Advanced,3
122002,122002,STEM,Graduate,5,Advanced,3
122003,122003,Humanities,Senior,4,Beginner,1
122004,122004,Arts,Senior,4,Advanced,3
122005,122005,Business,Junior,3,Beginner,1
122006,122006,Humanities,Junior,3,Beginner,1
122007,122007,Business,Graduate,5,Intermediate,2
122008,122008,Medical,Senior,4,Intermediate,2
122009,122009,Business,Junior,3,Advanced,3
122010,122010,Arts,Sophomore,2,Beginner,1
122011,122011,Medical,Freshman,1,Advanced,3
122012,122012,Business,Junior,3,Beginner,1
122013,122013,Business,Sophomore,2,Beginner,1
122014,122014,STEM,Sophomore,2,Advanced,3
122015,122015,Humanities,Freshman,1,Beginner,1
122016,122016,Business,Freshman,1,Beginner,1
122017,122017,Arts,Senior,4,Beginner,1
122018,122018,Humanities,Freshman,1,Intermediate,2
122019,122019,Medical,Graduate,5,Intermediate,2
122020,122020,STEM,Freshman,1,Intermediate,2
122021,122021,Business,Senior,4,Intermediate,2
122022,122022,Humanities,Senior,4,Beginner,1
122023,122023,Humanities,Senior,4,Advanced,3
122024,122024,Arts,Graduate,5,Intermediate,2
